Docket Number,Violation Number,Issued Date,Issuing Department,Last Hearing Date,Property Address,Violation Type,Entity or Person(s),Disposition Description,Total Fines,Total Administrative Costs,Interest Amount,Collection Costs or Attorney Fees,Court Cost,Original Total Amount Due,Total Paid,Current Amount Due,Latitude,Longitude,Location
16CP107685,P005154060|P005154061|P005154062|P005154063|P005154064|P005154065,10/31/2016,POLICE,01/06/2017 09:00:00 AM,2107 W 52ND ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK N A, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.798800983913644,-87.67732641117455,POINT (-87.67732641117455 41.798800983913644)
16CP011066,P004855679|P004855680,02/01/2016,POLICE,03/04/2016 01:00:00 PM,815 S KEDVALE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK NATIONAL TRUST, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.87046243200706,-87.72884995090281,POINT (-87.72884995090281 41.87046243200706)
14CP100632,P004349058|P004349059,07/04/2014,POLICE,09/05/2014 11:00:00 AM,12856 S EGGLESTON ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.65984302470635,-87.63303634310527,POINT (-87.63303634310527 41.65984302470635)
13CP071687,P004154837|P004154839|P004154841,08/27/2013,POLICE,12/06/2013 09:00:00 AM,3045 E 54TH ST ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE, ",Liable - By plea,400.00,0.00,0.00,0.00,0.00,440.00,440.00,0.00,,,
13CP003544,P003816002|P003816004|P003816006,01/05/2013,POLICE,03/01/2013 09:00:00 AM,6508 S DAMEN ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATION STAR MORTGAGE LLC, ",Default - Liable by prove-up,1300.00,0.00,593.25,377.88,0.00,2311.13,670.00,0.00,41.77538819049613,-87.67394583989916,POINT (-87.67394583989916 41.77538819049613)
18CP009705,P005319078|P005319079|P005319080|P005319082|P005319083,01/04/2018,POLICE,03/02/2018 09:00:00 AM,3949 S WELL ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TR CO, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
12CP077405,P003361863|P003361865|P003361867,10/23/2012,POLICE,12/07/2012 09:00:00 AM,4136 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK AND TRUST, ",City non-suit,1300.00,0.00,104.74,0.00,0.00,1444.74,1443.75,0.00,41.818188686863266,-87.68611588899537,POINT (-87.68611588899537 41.818188686863266)
14CP084460,P004346097|P004348596,05/31/2014,POLICE,08/01/2014 11:00:00 AM,11721 S LOWE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.681215162749524,-87.63835638414191,POINT (-87.63835638414191 41.681215162749524)
15CP102622,P004734149|P004734150|P004734453|P004734454|P004734455|P004734456,07/10/2015,POLICE,09/04/2015 11:00:00 AM,11152 S WALLCE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.690854869486216,-87.63763540024273,POINT (-87.63763540024273 41.690854869486216)
11CP024054,P002127509|P002127510,05/24/2011,POLICE,07/01/2011 01:00:00 PM,6628 S MARYLAND ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK, ",Default - Liable by prove-up,1300.00,0.00,13.21,377.88,0.00,1731.09,1729.00,-0.01,41.77408944284158,-87.60471909023656,POINT (-87.60471909023656 41.77408944284158)
17CP080276,P005292181|P005292182|P005292183|P005292184|P005292185|P005292186,08/31/2017,POLICE,11/03/2017 09:00:00 AM,6922 S LOOMIS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"U S BANK N A, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.767907219512644,-87.65919264085574,POINT (-87.65919264085574 41.767907219512644)
14CP008115,P004433763|P004433764|P004433765|P004433766|P004433767|P004433768,01/20/2014,POLICE,03/07/2014 09:00:00 AM,6114 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"REO PARTNERS LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78267314352238,-87.66079340228376,POINT (-87.66079340228376 41.78267314352238)
14CP129646,P004529195|P004529196,09/18/2014,POLICE,11/07/2014 09:00:00 AM,1540 W GARFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7941489709907,-87.66373515264111,POINT (-87.66373515264111 41.7941489709907)
15CP080725,P004778884|P004778885,05/20/2015,POLICE,08/07/2015 01:00:00 PM,2837 S TROY ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.839789202651104,-87.70352470278125,POINT (-87.70352470278125 41.839789202651104)
14CP023448,P004328951|P004328952|P004328953|P004328954,02/27/2014,POLICE,04/04/2014 01:00:00 PM,1878 N PULASKI ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.91525368164085,-87.7266510050927,POINT (-87.7266510050927 41.91525368164085)
16CP062165,P005061354|P005061355|P005061356|P005061357|P005061358|P005061359,06/01/2016,POLICE,08/05/2016 09:00:00 AM,3229 W 61ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78248047841783,-87.70438939178156,POINT (-87.70438939178156 41.78248047841783)
14CP002722,P004228599|P004228600|P004228601|P004228602|P004229102,01/07/2014,POLICE,03/07/2014 09:00:00 AM,5154 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"J P MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79974677004173,-87.66123928918057,POINT (-87.66123928918057 41.79974677004173)
11CP033587,P002511101|P002511102|P002511103|P002511104|P002511105|P002511106,06/24/2011,POLICE,08/05/2011 09:00:00 AM,5214 S SANGAMON ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"SMITH ROTHCHILD FINANCIAL COMPANY, ",Default - Liable by prove-up,4300.00,0.00,4906.57,1223.88,0.00,10470.45,0.00,10372.00,41.79923345754697,-87.64907585931715,POINT (-87.64907585931715 41.79923345754697)
15CP099693,P003124734|P003124735|P003124736|P003124737|P003124738|P003124739,07/08/2015,POLICE,09/04/2015 09:00:00 AM,2212 W 54TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
14CP021466,P004462387|P004462388|P004462389|P004462390|P004462391|P004462392,02/24/2014,POLICE,04/04/2014 09:00:00 AM,6114 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"REO PARTNERS LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78267314352238,-87.66079340228376,POINT (-87.66079340228376 41.78267314352238)
14CP074889,P004232688|P004232690|P004232692,05/13/2014,POLICE,08/01/2014 09:00:00 AM,5346 S JUSTINA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TRUST, ",City non-suit,700.00,0.00,0.00,0.00,0.00,740.00,740.00,0.00,41.796297102335316,-87.66357733530252,POINT (-87.66357733530252 41.796297102335316)
14CP124224,P004581208|P004581209|P004581210|P004581211|P004581212|P004581213,08/19/2014,POLICE,10/03/2014 09:00:00 AM,2212 W 54TH PL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.794887672693925,-87.68037384736733,POINT (-87.68037384736733 41.794887672693925)
16CP038034,P004993987|P004993988|P004993989|P004993990,04/25/2016,POLICE,06/03/2016 01:00:00 PM,4931 W GLADYS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.87572746069085,-87.74849372923272,POINT (-87.74849372923272 41.87572746069085)
14CP078316,P004475349|P004475350,06/05/2014,POLICE,08/01/2014 01:00:00 PM,2841 W CONGRESS PKWY ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.87477883562405,-87.69776570118668,POINT (-87.69776570118668 41.87477883562405)
13CP081536,P004175142|P004175143|P004175144|P004175145|P004175146|P004175147,09/18/2013,POLICE,11/01/2013 09:00:00 AM,5714 S MARSHFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"REO PARTNERS LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78988502315978,-87.66583755922996,POINT (-87.66583755922996 41.78988502315978)
14CP093912,P004456562|P004456563|P004456564|P004456565|P004456566|P004456567,06/18/2014,POLICE,09/05/2014 09:00:00 AM,3045 W 54TH ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITIMORTGAGE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79528616272961,-87.70051452623768,POINT (-87.70051452623768 41.79528616272961)
15CP037667,P004620382|P004620383,03/01/2015,POLICE,04/03/2015 01:00:00 PM,1112 S ST LOUIS ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"SAXON MORTGAGE SERV INC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.86770480742269,-87.71316949005839,POINT (-87.71316949005839 41.86770480742269)
12CP006098,P003143704|P003143705|P003143706|P003143707|P003143708|P003143709,01/16/2012,POLICE,04/06/2012 09:00:00 AM,5942 S MORGAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FEDERAL HOME LOAN MORTGAGE CORP, ",City Non suit - Motion to set-aside default - Granted,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78567599073655,-87.64994359904756,POINT (-87.64994359904756 41.78567599073655)
15CP048138,P004664737|P004664738|P004664739|P004664740|P004664741|P004664742,03/30/2015,POLICE,05/01/2015 09:00:00 AM,3800 W 64TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK NEW YORK MELLON, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.777009810672425,-87.71793292324588,POINT (-87.71793292324588 41.777009810672425)
14CP129631,P004565403|P004565404|P004565405|P004565406|P004565407|P004565408,09/04/2014,POLICE,11/07/2014 09:00:00 AM,7138 S RACINE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.763908220424554,-87.65422970373712,POINT (-87.65422970373712 41.763908220424554)
15CP158468,P003379205|P003379206|P003379207|P003379208|P003379209|P003379210,12/11/2015,POLICE,02/05/2016 09:00:00 AM,5027 S SHIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BNY MELLON TRUST, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
14CP079605,P004514328|P004514329|P004514330|P004514331|P004514332|P004514333,06/10/2014,POLICE,08/01/2014 09:00:00 AM,6918 S NORMAL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76835135811986,-87.63737481233208,POINT (-87.63737481233208 41.76835135811986)
17CP059635,P005301493|P005301494|P005301495|P005301496|P005301497|P005301498,06/08/2017,POLICE,08/04/2017 09:00:00 AM,3311 W 61ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78245498134906,-87.70616158096952,POINT (-87.70616158096952 41.78245498134906)
12CP042107,P003247591|P003247592|P003247593|P003247594|P003247595|P003247596,06/04/2012,POLICE,09/07/2012 09:00:00 AM,5714 S MARSHFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"REO PARTNERS LLC, ",Dismissed for want of prosecution - No service,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78988502315978,-87.66583755922996,POINT (-87.66583755922996 41.78988502315978)
18CP061803,P005288915|P005288926|P005288927|P005288928|P005288929|P005288930,07/16/2018,POLICE,09/07/2018 09:00:00 AM,4824 S LOMIS ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK USA NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
13CP027567,P003915360|P003915361|P003915362|P003915363|P003915364|P003915365,03/13/2013,POLICE,05/03/2013 09:00:00 AM,7127 S TALMAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"H S B C BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.763772865035754,-87.689189261819,POINT (-87.689189261819 41.763772865035754)
13CP060771,P004077627|P004077628|P004077629|P004077632,07/26/2013,POLICE,09/06/2013 09:00:00 AM,3136 W 154TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",Liable - By plea,2200.00,0.00,0.00,0.00,0.00,2240.00,2240.00,0.00,,,
12CP029611,P003233113|P003233114,05/01/2012,POLICE,06/01/2012 09:00:00 AM,853 W 53 ST ,13-12-140  Watchman required|13-12-140  Watchman required,"BNY MELLON TRUST, ",Default - Liable by prove-up,800.00,0.00,77.25,236.88,25.00,1179.13,1100.00,0.00,41.7977022777378,-87.64741263856786,POINT (-87.64741263856786 41.7977022777378)
11CP054452,P003017422|P003017425|P003017426,08/24/2011,POLICE,11/04/2011 09:00:00 AM,5422 S WASHTENAW ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",Liable - By plea,700.00,0.00,0.00,0.00,0.00,740.00,740.00,0.00,41.79484278239505,-87.69153906031833,POINT (-87.69153906031833 41.79484278239505)
